Text Instruction,Label
Can you recognize the apoptosis in this picture?,Classification
"Highlight and confirm and indicate the calcification, making it clearer.",Both
"Observe and delimit the er negative, noting key features.",Segmentation
"Find, then categorize the lymphocytic infiltrate for classification.",Classification
"This image contains a edema, delimit it.",Segmentation
Scan the image and judge the fibrinoid necrosis accurately.,Classification
Analyze the image and encircle where the fibrinoid necrosis is.,Segmentation
Can you judge the cytoplasmic atypia in this picture?,Classification
Spot the exact location of the tumor necrosis in the given scene.,Segmentation
Judge the atypia.,Classification
"Please outline the tubules, we need the data.",Segmentation
Find out the neutrophilic infiltrate.,Classification
"Your task is to inspect the apoptosis, can you do it?",Classification
"Your task is to highlight the edema, can you do it?",Segmentation
Observe and determine the correct boundaries of the pleomorphism.,Classification
Analyze the image and check where the hyalinization is.,Classification
"Check and indicate the necrosis, making it clearer.",Classification
"Find, then verify the ulcer for classification.",Classification
We need to encircle and categorize the pleomorphism for further analysis.,Both
"This image contains a hypertrophy, map it.",Segmentation
Analyze the image and verify where the sheets is.,Classification
We need to encircle and categorize the calcification for further analysis.,Both
Can you distinguish and highlight the tubules in this picture?,Both
"Observe and confirm the hypertrophy, noting key features.",Classification
Outline and verify and highlight the inflammation to improve detection.,Both
"Highlight and indicate the granulation tissue, making it clearer.",Segmentation
Diagnose the exact location of the blood cells in the given scene.,Classification
Analyze the image and identify and analyze where the nontumor is.,Both
Find out the pleomorphism and label it properly.,Classification
Analyze the image and spot where the blood cells is.,Segmentation
Assess where the clear cells is located in this image.,Classification
Trace and evaluate where the lymphocytic infiltrate is located in this image.,Both
Confirm where the inflammation is located in this image.,Classification
Separate the area containing the hemorrhage with precision.,Segmentation
"Observe and find out if there are {obj}s or not. locate them if there is any present. the tumor, noting key features.",Both
"Detect and classify and indicate the hyalinization, making it clearer.",Both
Analyze the image and distinguish where the atypia is.,Classification
"Sketch and indicate the tumor, making it clearer.",Segmentation
"Find, then outline the nontumor for classification.",Segmentation
Your objective is to sketch the gangrenous necrosis efficiently.,Segmentation
"Find, then observe the inflammation for classification.",Classification
Outline and verify and determine the correct boundaries of the gangrenous necrosis.,Both
Trace and evaluate and determine the correct boundaries of the nontumor.,Both
Recognize the exact location of the cell detection in the given scene.,Classification
"Observe and encircle and categorize the neutrophilic infiltrate, noting key features.",Both
Your objective is to outline and verify the sheets efficiently.,Both
We need to spot and recognize the dysplasia for further analysis.,Both
"Observe and encircle the cytoplasmic atypia, noting key features.",Segmentation
Sketch the tubules.,Segmentation
Observe and highlight the tissue to improve detection.,Classification
Find out if there are necrosiss or not. Locate them if there is any present.,Segmentation
"Please detect the tumor necrosis, we need the data.",Segmentation
Distinguish the area containing the hyperplasia with precision.,Classification
"Observe and identify and analyze the mucin, noting key features.",Both
"Help us is there any {obj} in the region? if yes, mark out. the pleomorphism, it's important.",Both
"Observe and outline and verify the tumor budding, noting key features.",Both
Determine and determine the correct boundaries of the ulcer.,Classification
"Observe and locate and check the ulcer, noting key features.",Both
Find out if there are {obj}s or not. Locate them if there is any present. the exact location of the blood cells in the given scene.,Both
"This image contains a atypia, analyze it.",Classification
Analyze the image and encircle where the mitotic figures is.,Segmentation
Observe the fibrosis.,Classification
"Your task is to confirm the atypia, can you do it?",Classification
Separate where the invasive carcinoma is located in this image.,Segmentation
"Find, then distinguish the tissue for classification.",Classification
"Observe and find out the atrophy, noting key features.",Classification
Encircle and categorize and highlight the cytoplasmic atypia to improve detection.,Both
Can you observe the mucin in this picture?,Classification
Scan the image and locate and check the edema accurately.,Both
Can you check the dysplasia in this picture?,Classification
"Is there any {obj} in the region? If yes, mark out. the exact location of the er negative in the given scene.",Both
"Find, then circle the hemorrhage for classification.",Segmentation
Analyze the image and judge where the tubules is.,Classification
"Is there any hypertrophy in the region? If yes, mark out.",Classification
"Distinguish and highlight and indicate the cytoplasmic atypia, making it clearer.",Both
Analyze the image and detect and classify where the mitosis is.,Both
Find out if there are metastasiss or not. Locate them if there is any present.,Both
Trace where the ulcer is located in this image.,Segmentation
Detect the atrophy and label it properly.,Segmentation
Trace and evaluate the exact location of the tumor in the given scene.,Both
Assess where the desmoplasianuclear atypia is located in this image.,Classification
Judge and highlight the mucin to improve detection.,Classification
"Map and indicate the invasive carcinoma, making it clearer.",Segmentation
"Observe and judge the nontumor, noting key features.",Classification
"Your task is to highlight and confirm the metaplasia, can you do it?",Both
Find out if there are mitosiss or not. Locate them if there is any present.,Segmentation
Outline and verify the inflammation.,Both
"Your task is to identify the inflammation, can you do it?",Segmentation
"Your task is to recognize the hemorrhage, can you do it?",Classification
Determine the gangrenous necrosis.,Classification
"This image contains a mitotic figures, outline it.",Segmentation
"Find, then spot and recognize the lymphocytic infiltrate for classification.",Both
"This image contains a granulation tissue, find out it.",Classification
"Observe and trace and evaluate the calcification, noting key features.",Both
"Find, then highlight and confirm the apoptosis for classification.",Both
Outline the tumor.,Segmentation
"Is there any hemorrhage in the region? If yes, mark out.",Both
Judge where the tumor budding is located in this image.,Classification
Mark and determine where the pleomorphism is located in this image.,Both
We need to analyze the necrosis for further analysis.,Classification
"Help us spot the hypertrophy, it's important.",Segmentation
Scan the image and outline and verify the carcinoma in situ accurately.,Both
"Your task is to mark and determine the tissue, can you do it?",Both
We need to detect the metaplasia for further analysis.,Segmentation
Spot and recognize the area containing the fibrinoid necrosis with precision.,Both
"Please evaluate the invasive carcinoma, we need the data.",Classification
"Find, then evaluate the necrosis for classification.",Classification
Circle where the apoptosis is located in this image.,Segmentation
"Your task is to observe the mucin, can you do it?",Classification
We need to categorize the er positive for further analysis.,Classification
Encircle the exact location of the tumor budding in the given scene.,Segmentation
"This image contains a pleomorphism, mark and determine it.",Both
We need to encircle and categorize the tubules for further analysis.,Both
"Encircle and categorize and indicate the calcification, making it clearer.",Both
"Please detect the metastasis, we need the data.",Segmentation
"Your task is to confirm the hyalinization, can you do it?",Classification
Map the exact location of the tissue in the given scene.,Segmentation
Analyze the image and verify where the neutrophilic infiltrate is.,Classification
Locate and check the er positive and label it properly.,Both
Can you find out if there are {obj}s or not. locate them if there is any present. the necrosis in this picture?,Both
Scan the image and outline the sheets accurately.,Segmentation
Scan the image and spot and recognize the signet ring cells accurately.,Both
"Is there any fibrosis in the region? If yes, mark out.",Segmentation
Can you locate and check the tumor budding in this picture?,Both
"Your task is to mark and determine the er negative, can you do it?",Both
Scan the image and highlight and confirm the calcification accurately.,Both
"Find, then verify the neutrophilic infiltrate for classification.",Classification
"Map and indicate the mucin, making it clearer.",Segmentation
Encircle and categorize the exact location of the hyalinization in the given scene.,Both
"Outline and indicate the carcinoma in situ, making it clearer.",Segmentation
Your objective is to judge the lymphocytic infiltrate efficiently.,Classification
"Locate and check and indicate the hyalinization, making it clearer.",Both
"Please spot the gangrenous necrosis, we need the data.",Segmentation
"Find, then spot the apoptosis for classification.",Segmentation
Observe and highlight the apoptosis to improve detection.,Classification
"This image contains a neutrophilic infiltrate, encircle it.",Segmentation
"Find, then inspect the nontumor for classification.",Classification
Can you circle the fibrosis in this picture?,Segmentation
Trace the area containing the mitotic figures with precision.,Segmentation
"Your task is to detect the calcification, can you do it?",Segmentation
Scan the image and mark and determine the apoptosis accurately.,Both
"This image contains a cytoplasmic atypia, outline and verify it.",Both
Check where the tubules is located in this image.,Classification
Analyze the image and recognize where the granulation tissue is.,Classification
Separate the exact location of the tumor in the given scene.,Segmentation
"Help us find out the signet ring cells, it's important.",Classification
"This image contains a tissue, judge it.",Classification
Distinguish the exact location of the tumor necrosis in the given scene.,Classification
Can you mark the edema in this picture?,Segmentation
Outline and verify and highlight the calcification to improve detection.,Both
"Observe and find out if there are {obj}s or not. locate them if there is any present. the desmoplasianuclear atypia, noting key features.",Both
"Outline and verify and indicate the hemorrhage, making it clearer.",Both
"Find, then mark and determine the tubules for classification.",Both
"Help us confirm the cytoplasmic atypia, it's important.",Classification
Confirm and highlight the atypia to improve detection.,Classification
"Spot and recognize and indicate the atrophy, making it clearer.",Both
Categorize where the hemorrhage is located in this image.,Classification
"Please outline the dysplasia, we need the data.",Segmentation
Locate the desmoplasianuclear atypia.,Segmentation
"Your task is to outline the granulation tissue, can you do it?",Segmentation
Confirm the nontumor and label it properly.,Classification
Analyze the image and encircle where the nontumor is.,Segmentation
Detect the exact location of the desmoplasianuclear atypia in the given scene.,Segmentation
Inspect the fibrosis and label it properly.,Classification
Trace and evaluate the exact location of the atrophy in the given scene.,Both
Circle the neutrophilic infiltrate.,Segmentation
Scan the image and distinguish the blood cells accurately.,Classification
Find out if there are edemas or not. Locate them if there is any present.,Both
Scan the image and detect the atrophy accurately.,Segmentation
"Find, then detect and classify the granulation tissue for classification.",Both
Can you mark the hyalinization in this picture?,Segmentation
Circle the area containing the blood cells with precision.,Segmentation
"Your task is to find out if there are {obj}s or not. locate them if there is any present. the metastasis, can you do it?",Both
Locate and check the exact location of the apoptosis in the given scene.,Both
Analyze the image and delimit where the hyalinization is.,Segmentation
Mark the invasive carcinoma and label it properly.,Segmentation
Can you highlight the atypia in this picture?,Segmentation
"This image contains a tumor necrosis, highlight it.",Segmentation
"Observe and highlight the blood cells, noting key features.",Segmentation
Analyze the image and determine where the dysplasia is.,Classification
We need to locate and check the mitosis for further analysis.,Both
Analyze the image and evaluate where the nontumor is.,Classification
Trace and evaluate the area containing the clear cells with precision.,Both
Your objective is to identify the calcification efficiently.,Segmentation
Scan the image and separate the fibrosis accurately.,Segmentation
Recognize the fibrosis.,Classification
"This image contains a mitotic figures, categorize it.",Classification
Judge the exact location of the tumor necrosis in the given scene.,Classification
Observe the desmoplasianuclear atypia.,Classification
Trace and evaluate and highlight the metaplasia to improve detection.,Both
Can you trace and evaluate the apoptosis in this picture?,Both
We need to mark and determine the apoptosis for further analysis.,Both
Observe the sheets.,Classification
Mark and determine the gangrenous necrosis.,Both
Outline and verify the carcinoma in situ.,Both
Highlight and highlight the necrosis to improve detection.,Segmentation
"Find, then inspect the hypertrophy for classification.",Classification
We need to trace the tumor budding for further analysis.,Segmentation
Find out if there are {obj}s or not. Locate them if there is any present. and determine the correct boundaries of the gangrenous necrosis.,Both
Analyze the image and encircle and categorize where the tumor necrosis is.,Both
"Identify and analyze and indicate the sheets, making it clearer.",Both
Find out if there are mitotic figuress or not. Locate them if there is any present.,Classification
Distinguish and highlight where the gangrenous necrosis is located in this image.,Both
"Please observe the sheets, we need the data.",Classification
Can you map the calcification in this picture?,Segmentation
"This image contains a calcification, evaluate it.",Classification
We need to mark the tumor necrosis for further analysis.,Segmentation
Mark and determine the er negative and label it properly.,Both
Scan the image and spot the er positive accurately.,Segmentation
"We need to is there any {obj} in the region? if yes, mark out. the edema for further analysis.",Both
"Observe and evaluate the ulcer, noting key features.",Classification
"Help us find out if there are {obj}s or not. locate them if there is any present. the desmoplasianuclear atypia, it's important.",Both
Scan the image and identify the lymphocytic infiltrate accurately.,Segmentation
"Is there any mucin in the region? If yes, mark out.",Segmentation
"Map and indicate the nontumor, making it clearer.",Segmentation
"Is there any inflammation in the region? If yes, mark out.",Classification
Scan the image and delimit the cytoplasmic atypia accurately.,Segmentation
"Verify and indicate the necrosis, making it clearer.",Classification
Your objective is to find out if there are {obj}s or not. locate them if there is any present. the ulcer efficiently.,Both
Verify the area containing the calcification with precision.,Classification
"Observe and delimit the metastasis, noting key features.",Segmentation
"Please determine the fibrosis, we need the data.",Classification
We need to categorize the invasive carcinoma for further analysis.,Classification
Highlight the mitosis.,Segmentation
Encircle the sheets.,Segmentation
"Is there any {obj} in the region? If yes, mark out. the exact location of the cytoplasmic atypia in the given scene.",Both
Scan the image and categorize the pleomorphism accurately.,Classification
"Find, then spot the lymphocytic infiltrate for classification.",Segmentation
Assess the area containing the mitotic figures with precision.,Classification
Judge the area containing the mitosis with precision.,Classification
"This image contains a er positive, observe it.",Classification
Can you identify and analyze the mucin in this picture?,Both
Analyze the image and encircle and categorize where the clear cells is.,Both
Sketch where the metaplasia is located in this image.,Segmentation
Locate where the signet ring cells is located in this image.,Segmentation
"Help us detect and classify the mucin, it's important.",Both
"Find, then categorize the tumor for classification.",Classification
Detect and classify the area containing the er positive with precision.,Both
"This image contains a hyalinization, evaluate it.",Classification
Scan the image and verify the fibrosis accurately.,Classification
Mark and determine the exact location of the nontumor in the given scene.,Both
"Is there any cell detection in the region? If yes, mark out.",Segmentation
"This image contains a mitotic figures, delimit it.",Segmentation
"Find, then identify and analyze the hyperplasia for classification.",Both
Find out if there are pleomorphisms or not. Locate them if there is any present.,Classification
Find out if there are {obj}s or not. Locate them if there is any present. the lymphocytic infiltrate and label it properly.,Both
"Help us distinguish and highlight the pleomorphism, it's important.",Both
"Please encircle and categorize the inflammation, we need the data.",Both
"Please delimit the necrosis, we need the data.",Segmentation
"This image contains a mucin, trace and evaluate it.",Both
"Please detect and classify the desmoplasianuclear atypia, we need the data.",Both
Locate the area containing the tumor with precision.,Segmentation
Your objective is to outline and verify the metaplasia efficiently.,Both
We need to draw boundary the hypertrophy for further analysis.,Segmentation
Can you distinguish and highlight the metastasis in this picture?,Both
"Can you is there any {obj} in the region? if yes, mark out. the lymphocytic infiltrate in this picture?",Both
Detect and classify the tumor necrosis.,Both
Distinguish the exact location of the invasive carcinoma in the given scene.,Classification
Detect and classify the exact location of the calcification in the given scene.,Both
Can you circle the atypia in this picture?,Segmentation
Mark and determine and highlight the mucin to improve detection.,Both
Recognize and highlight the desmoplasianuclear atypia to improve detection.,Classification
Scan the image and mark the neutrophilic infiltrate accurately.,Segmentation
"Observe and mark the tumor, noting key features.",Segmentation
"Observe and categorize the hemorrhage, noting key features.",Classification
"Draw boundary and indicate the invasive carcinoma, making it clearer.",Segmentation
Analyze the image and locate and check where the gangrenous necrosis is.,Both
Recognize the cell detection and label it properly.,Classification
Highlight and determine the correct boundaries of the desmoplasianuclear atypia.,Segmentation
Detect and classify the exact location of the fibrosis in the given scene.,Both
"Please outline and verify the necrosis, we need the data.",Both
Encircle and highlight the necrosis to improve detection.,Segmentation
"Please circle the carcinoma in situ, we need the data.",Segmentation
Find out if there are sheetss or not. Locate them if there is any present.,Both
"Find, then detect and classify the atrophy for classification.",Both
We need to verify the tissue for further analysis.,Classification
Map and determine the correct boundaries of the necrosis.,Segmentation
Your objective is to categorize the nontumor efficiently.,Classification
"Analyze and indicate the tissue, making it clearer.",Classification
Scan the image and detect the mucin accurately.,Segmentation
"Find, then verify the tubules for classification.",Classification
"Help us distinguish and highlight the mucin, it's important.",Both
"Locate and check and indicate the apoptosis, making it clearer.",Both
Confirm the area containing the signet ring cells with precision.,Classification
Analyze the clear cells and label it properly.,Classification
Locate the area containing the lymphocytic infiltrate with precision.,Segmentation
"Your objective is to is there any {obj} in the region? if yes, mark out. the hemorrhage efficiently.",Both
Your objective is to locate and check the tumor efficiently.,Both
Distinguish and highlight the area containing the er negative with precision.,Both
Delimit the metaplasia.,Segmentation
Analyze the image and locate and check where the er positive is.,Both
Locate where the nontumor is located in this image.,Segmentation
Find out if there are apoptosiss or not. Locate them if there is any present.,Classification
"Find, then distinguish and highlight the er negative for classification.",Both
Highlight the area containing the tumor necrosis with precision.,Segmentation
Detect and classify the exact location of the tissue in the given scene.,Both
Scan the image and diagnose the invasive carcinoma accurately.,Classification
Can you evaluate the metaplasia in this picture?,Classification
"This image contains a atypia, encircle and categorize it.",Both
Recognize where the invasive carcinoma is located in this image.,Classification
"Your task is to draw boundary the er negative, can you do it?",Segmentation
Identify where the invasive carcinoma is located in this image.,Segmentation
Assess the necrosis.,Classification
Find out the area containing the fibrosis with precision.,Classification
We need to draw boundary the fibrinoid necrosis for further analysis.,Segmentation
Locate and check the signet ring cells and label it properly.,Both
Highlight and confirm the dysplasia and label it properly.,Both
Draw boundary the atrophy.,Segmentation
Find out if there are fibrosiss or not. Locate them if there is any present.,Classification
"Observe and find out the clear cells, noting key features.",Classification
Confirm where the sheets is located in this image.,Classification
Locate the exact location of the inflammation in the given scene.,Segmentation
Confirm where the atypia is located in this image.,Classification
"Your task is to map the edema, can you do it?",Segmentation
"Observe and map the carcinoma in situ, noting key features.",Segmentation
Locate and check where the er positive is located in this image.,Both
"Help us highlight the fibrinoid necrosis, it's important.",Segmentation
Sketch the exact location of the calcification in the given scene.,Segmentation
Determine the exact location of the inflammation in the given scene.,Classification
Can you locate and check the metaplasia in this picture?,Both
"Please encircle the neutrophilic infiltrate, we need the data.",Segmentation
"This image contains a desmoplasianuclear atypia, is there any {obj} in the region? if yes, mark out. it.",Both
Identify and analyze where the gangrenous necrosis is located in this image.,Both
Your objective is to distinguish the cell detection efficiently.,Classification
Distinguish the area containing the tumor with precision.,Classification
Outline the area containing the mitotic figures with precision.,Segmentation
Encircle and highlight the tumor to improve detection.,Segmentation
"Find, then mark and determine the neutrophilic infiltrate for classification.",Both
Can you identify the apoptosis in this picture?,Segmentation
"Analyze the image and is there any {obj} in the region? if yes, mark out. where the blood cells is.",Both
Spot and highlight the hemorrhage to improve detection.,Segmentation
We need to verify the er positive for further analysis.,Classification
Mark the tumor budding.,Segmentation
"Is there any {obj} in the region? If yes, mark out. the area containing the tissue with precision.",Both
Verify and highlight the tubules to improve detection.,Classification
Locate the nontumor and label it properly.,Segmentation
We need to spot the carcinoma in situ for further analysis.,Segmentation
Map the area containing the clear cells with precision.,Segmentation
"Your task is to trace and evaluate the fibrosis, can you do it?",Both
"Is there any fibrinoid necrosis in the region? If yes, mark out.",Both
Determine and determine the correct boundaries of the edema.,Classification
Sketch where the carcinoma in situ is located in this image.,Segmentation
Can you mark and determine the fibrosis in this picture?,Both
We need to encircle the fibrosis for further analysis.,Segmentation
Scan the image and categorize the dysplasia accurately.,Classification
Highlight and confirm the exact location of the mitotic figures in the given scene.,Both
Analyze the image and draw boundary where the invasive carcinoma is.,Segmentation
Identify and analyze and highlight the dysplasia to improve detection.,Both
Analyze the exact location of the edema in the given scene.,Classification
"Is there any {obj} in the region? If yes, mark out. the tissue.",Both
"Help us evaluate the nontumor, it's important.",Classification
"Help us inspect the tumor, it's important.",Classification
"Highlight and confirm and indicate the pleomorphism, making it clearer.",Both
"Find, then recognize the signet ring cells for classification.",Classification
"Find, then separate the sheets for classification.",Segmentation
Scan the image and detect and classify the apoptosis accurately.,Both
"This image contains a lymphocytic infiltrate, detect and classify it.",Both
"Find, then draw boundary the desmoplasianuclear atypia for classification.",Segmentation
Highlight and confirm where the granulation tissue is located in this image.,Both
Analyze the image and highlight and confirm where the dysplasia is.,Both
Find out if there are dysplasias or not. Locate them if there is any present.,Segmentation
Spot the exact location of the desmoplasianuclear atypia in the given scene.,Segmentation
Can you find out if there are {obj}s or not. locate them if there is any present. the hemorrhage in this picture?,Both
Your objective is to verify the apoptosis efficiently.,Classification
Scan the image and circle the carcinoma in situ accurately.,Segmentation
Find out if there are invasive carcinomas or not. Locate them if there is any present.,Segmentation
Recognize the exact location of the mitotic figures in the given scene.,Classification
We need to check the metaplasia for further analysis.,Classification
Find out if there are ulcers or not. Locate them if there is any present.,Segmentation
Scan the image and assess the calcification accurately.,Classification
Analyze and determine the correct boundaries of the carcinoma in situ.,Classification
Your objective is to confirm the apoptosis efficiently.,Classification
Recognize the granulation tissue and label it properly.,Classification
Map the exact location of the sheets in the given scene.,Segmentation
"Your task is to evaluate the atrophy, can you do it?",Classification
Your objective is to highlight and confirm the hyperplasia efficiently.,Both
Determine and determine the correct boundaries of the carcinoma in situ.,Classification
Find out if there are tumor buddings or not. Locate them if there is any present.,Segmentation
Separate the exact location of the fibrosis in the given scene.,Segmentation
Scan the image and assess the atrophy accurately.,Classification
"Find, then is there any {obj} in the region? if yes, mark out. the invasive carcinoma for classification.",Both
Separate and determine the correct boundaries of the atrophy.,Segmentation
Circle and determine the correct boundaries of the er negative.,Segmentation
Can you find out if there are {obj}s or not. locate them if there is any present. the signet ring cells in this picture?,Both
Analyze the image and draw boundary where the cytoplasmic atypia is.,Segmentation
Find out if there are {obj}s or not. Locate them if there is any present. and determine the correct boundaries of the cell detection.,Both
"Find, then identify and analyze the nontumor for classification.",Both
Analyze the image and detect and classify where the invasive carcinoma is.,Both
We need to determine the cytoplasmic atypia for further analysis.,Classification
Scan the image and mark the metastasis accurately.,Segmentation
Check and highlight the hyalinization to improve detection.,Classification
Find out and determine the correct boundaries of the mitosis.,Classification
"Diagnose and indicate the neutrophilic infiltrate, making it clearer.",Classification
Spot the area containing the hyperplasia with precision.,Segmentation
Can you verify the hyalinization in this picture?,Classification
"Encircle and categorize and indicate the lymphocytic infiltrate, making it clearer.",Both
"This image contains a signet ring cells, outline it.",Segmentation
"Observe and indicate the mitotic figures, making it clearer.",Classification
"Observe and verify the fibrinoid necrosis, noting key features.",Classification
Scan the image and evaluate the atypia accurately.,Classification
Scan the image and evaluate the ulcer accurately.,Classification
Spot and recognize where the desmoplasianuclear atypia is located in this image.,Both
We need to recognize the invasive carcinoma for further analysis.,Classification
"Is there any nontumor in the region? If yes, mark out.",Both
Identify the atrophy and label it properly.,Segmentation
Assess and highlight the granulation tissue to improve detection.,Classification
"Judge and indicate the lymphocytic infiltrate, making it clearer.",Classification
"Is there any {obj} in the region? If yes, mark out. and indicate the inflammation, making it clearer.",Both
Observe the necrosis and label it properly.,Classification
"Your task is to mark the metaplasia, can you do it?",Segmentation
"Analyze and indicate the atypia, making it clearer.",Classification
Can you draw boundary the er positive in this picture?,Segmentation
Detect and highlight the hemorrhage to improve detection.,Segmentation
Scan the image and distinguish and highlight the tubules accurately.,Both
Your objective is to distinguish and highlight the invasive carcinoma efficiently.,Both
Verify where the signet ring cells is located in this image.,Classification
Find out if there are cytoplasmic atypias or not. Locate them if there is any present.,Segmentation
Delimit and determine the correct boundaries of the nontumor.,Segmentation
Find out if there are inflammations or not. Locate them if there is any present.,Both
Scan the image and recognize the cytoplasmic atypia accurately.,Classification
We need to encircle and categorize the dysplasia for further analysis.,Both
Scan the image and assess the signet ring cells accurately.,Classification
Distinguish and highlight and determine the correct boundaries of the signet ring cells.,Both
We need to recognize the hypertrophy for further analysis.,Classification
"Please mark and determine the signet ring cells, we need the data.",Both
"Find, then determine the granulation tissue for classification.",Classification
Spot and determine the correct boundaries of the neutrophilic infiltrate.,Segmentation
Spot and recognize the exact location of the sheets in the given scene.,Both
"Find, then analyze the er negative for classification.",Classification
"This image contains a cytoplasmic atypia, sketch it.",Segmentation
Scan the image and detect the hemorrhage accurately.,Segmentation
Can you find out the hyperplasia in this picture?,Classification
"Trace and indicate the dysplasia, making it clearer.",Segmentation
Detect and determine the correct boundaries of the atypia.,Segmentation
Can you spot the granulation tissue in this picture?,Segmentation
"Help us trace the clear cells, it's important.",Segmentation
Spot and recognize the carcinoma in situ.,Both
"Is there any {obj} in the region? If yes, mark out. and indicate the pleomorphism, making it clearer.",Both
"Is there any desmoplasianuclear atypia in the region? If yes, mark out.",Segmentation
Highlight and confirm the er negative.,Both
"Your task is to find out if there are {obj}s or not. locate them if there is any present. the mucin, can you do it?",Both
Analyze the image and diagnose where the nontumor is.,Classification
Analyze the image and spot and recognize where the tumor necrosis is.,Both
Separate the exact location of the necrosis in the given scene.,Segmentation
Can you sketch the calcification in this picture?,Segmentation
Identify and highlight the inflammation to improve detection.,Segmentation
"Determine and indicate the tubules, making it clearer.",Classification
Trace and evaluate where the metaplasia is located in this image.,Both
Scan the image and locate the neutrophilic infiltrate accurately.,Segmentation
Trace the mitosis.,Segmentation
Analyze the image and locate where the metastasis is.,Segmentation
Detect where the nontumor is located in this image.,Segmentation
Inspect and highlight the edema to improve detection.,Classification
"This image contains a pleomorphism, identify and analyze it.",Both
"Please delimit the hyalinization, we need the data.",Segmentation
Can you check the signet ring cells in this picture?,Classification
"Your task is to find out if there are {obj}s or not. locate them if there is any present. the tumor necrosis, can you do it?",Both
"Observe and trace the tubules, noting key features.",Segmentation
"This image contains a cell detection, is there any {obj} in the region? if yes, mark out. it.",Both
"Encircle and indicate the pleomorphism, making it clearer.",Segmentation
Can you encircle and categorize the dysplasia in this picture?,Both
Observe where the granulation tissue is located in this image.,Classification
Can you distinguish the nontumor in this picture?,Classification
"Is there any pleomorphism in the region? If yes, mark out.",Classification
Can you highlight the granulation tissue in this picture?,Segmentation
"Please find out the tubules, we need the data.",Classification
Delimit the carcinoma in situ and label it properly.,Segmentation
Outline the exact location of the inflammation in the given scene.,Segmentation
"Please spot the metastasis, we need the data.",Segmentation
"Please sketch the carcinoma in situ, we need the data.",Segmentation
"Observe and locate the hemorrhage, noting key features.",Segmentation
"Help us find out if there are {obj}s or not. locate them if there is any present. the mucin, it's important.",Both
We need to mark and determine the mitotic figures for further analysis.,Both
Circle the exact location of the fibrinoid necrosis in the given scene.,Segmentation
Recognize the exact location of the cytoplasmic atypia in the given scene.,Classification
Distinguish and highlight the invasive carcinoma and label it properly.,Both
Detect and classify the cell detection.,Both
"Help us encircle and categorize the er negative, it's important.",Both
Your objective is to highlight the hemorrhage efficiently.,Segmentation
"Please trace the lymphocytic infiltrate, we need the data.",Segmentation
Verify and highlight the sheets to improve detection.,Classification
Encircle and categorize and highlight the sheets to improve detection.,Both
"Observe and verify the hyalinization, noting key features.",Classification
Your objective is to mark and determine the mitotic figures efficiently.,Both
"Your task is to trace and evaluate the tumor, can you do it?",Both
"Find, then detect the hypertrophy for classification.",Segmentation
Can you distinguish and highlight the edema in this picture?,Both
Analyze the image and mark and determine where the er negative is.,Both
Find out the exact location of the clear cells in the given scene.,Classification
Detect the exact location of the edema in the given scene.,Segmentation
Find out if there are er negatives or not. Locate them if there is any present.,Segmentation
Distinguish where the fibrinoid necrosis is located in this image.,Classification
"Observe and evaluate the tubules, noting key features.",Classification
Analyze the signet ring cells and label it properly.,Classification
Draw boundary the fibrinoid necrosis.,Segmentation
Scan the image and sketch the er positive accurately.,Segmentation
Confirm the desmoplasianuclear atypia and label it properly.,Classification
"Please separate the tumor budding, we need the data.",Segmentation
"Verify and indicate the pleomorphism, making it clearer.",Classification
"Is there any {obj} in the region? If yes, mark out. and indicate the signet ring cells, making it clearer.",Both
"Outline and indicate the er negative, making it clearer.",Segmentation
Spot and recognize the fibrinoid necrosis.,Both
Your objective is to find out the edema efficiently.,Classification
"Is there any clear cells in the region? If yes, mark out.",Segmentation
Observe the gangrenous necrosis.,Classification
We need to assess the edema for further analysis.,Classification
Scan the image and categorize the tumor necrosis accurately.,Classification
Distinguish and highlight where the fibrosis is located in this image.,Both
Your objective is to circle the atypia efficiently.,Segmentation
Can you highlight and confirm the granulation tissue in this picture?,Both
"Evaluate and indicate the clear cells, making it clearer.",Classification
Encircle the tumor necrosis and label it properly.,Segmentation
Judge and determine the correct boundaries of the fibrosis.,Classification
Inspect and highlight the er negative to improve detection.,Classification
Find out if there are metaplasias or not. Locate them if there is any present.,Segmentation
Your objective is to circle the calcification efficiently.,Segmentation
"Identify and indicate the metaplasia, making it clearer.",Segmentation
Your objective is to recognize the granulation tissue efficiently.,Classification
Observe the mitotic figures and label it properly.,Classification
Map and determine the correct boundaries of the metaplasia.,Segmentation
Confirm the cell detection.,Classification
"Observe and judge the tumor, noting key features.",Classification
Mark the exact location of the gangrenous necrosis in the given scene.,Segmentation
"Assess and indicate the blood cells, making it clearer.",Classification
Scan the image and determine the er negative accurately.,Classification
Separate the area containing the calcification with precision.,Segmentation
"Is there any {obj} in the region? If yes, mark out. the exact location of the sheets in the given scene.",Both
"Analyze and indicate the clear cells, making it clearer.",Classification
Can you outline the fibrosis in this picture?,Segmentation
Distinguish and highlight and highlight the mitotic figures to improve detection.,Both
"Please highlight the calcification, we need the data.",Segmentation
Your objective is to determine the cell detection efficiently.,Classification
Locate the area containing the hyperplasia with precision.,Segmentation
Your objective is to recognize the hyperplasia efficiently.,Classification
We need to encircle and categorize the inflammation for further analysis.,Both
Observe and determine the correct boundaries of the sheets.,Classification
"Help us trace the ulcer, it's important.",Segmentation
